label,x,y
Stroke 1,60,156
Stroke 1,21,291
Stroke 1,113,223
Stroke 1,386,236
Stroke 2,40,28
Stroke 2,60,156
Stroke 2,121,122
Stroke 2,431,113
Stroke 3,262,241
Stroke 3,155,343
Stroke 3,235,340
Stroke 3,285,379
Stroke 4,294,0
Stroke 4,180,84
Stroke 4,258,79
Stroke 4,298,113
Stroke 5,396,241
Stroke 5,290,348
Stroke 5,372,343
Stroke 5,422,381
Stroke 6,400,0
Stroke 6,302,79
Stroke 6,382,71
Stroke 6,431,113
Stroke 7,422,168
Stroke 7,588,181
Stroke 7,491,236
Stroke 7,486,336
Stroke 8,435,15
Stroke 8,600,27
Stroke 8,502,84
Stroke 8,499,183
