label,x,y
Stroke 1,27,78
Stroke 1,149,93
Stroke 1,79,137
Stroke 1,74,297
Stroke 2,98,258
Stroke 2,15,374
Stroke 2,80,365
Stroke 2,120,401
Stroke 3,105,164
Stroke 3,98,258
Stroke 3,139,225
Stroke 3,291,227
Stroke 4,181,4
Stroke 4,110,78
Stroke 4,176,76
Stroke 4,213,110
Stroke 5,227,34
Stroke 5,214,155
Stroke 5,278,106
Stroke 5,555,111
Stroke 6,232,283
Stroke 6,219,404
Stroke 6,281,353
Stroke 6,374,363
Stroke 7,265,125
Stroke 7,367,131
Stroke 7,306,171
Stroke 7,302,349
Stroke 8,348,246
Stroke 8,329,330
Stroke 8,383,286
Stroke 8,567,290
Stroke 9,342,156
Stroke 9,348,246
Stroke 9,388,218
Stroke 9,567,220
Stroke 10,520,47
Stroke 10,668,59
Stroke 10,582,120
Stroke 10,580,380
