label,x,y
Stroke 1,29,61
Stroke 1,42,188
Stroke 1,87,150
Stroke 1,343,150
Stroke 2,42,188
Stroke 2,15,304
Stroke 2,87,242
Stroke 2,348,240
Stroke 3,425,7
Stroke 3,347,8
Stroke 3,367,34
Stroke 3,362,99
Stroke 4,297,91
Stroke 4,464,98
Stroke 4,368,151
Stroke 4,348,240
Stroke 5,459,214
Stroke 5,379,308
Stroke 5,445,302
Stroke 5,496,341
Stroke 6,509,174
Stroke 6,450,245
Stroke 6,497,253
Stroke 6,546,292
Stroke 7,534,150
Stroke 7,495,194
Stroke 7,537,205
Stroke 7,584,246
Stroke 8,610,59
Stroke 8,534,150
Stroke 8,582,156
Stroke 8,629,200
