label,x,y
Stroke 1,28,3
Stroke 1,14,144
Stroke 1,84,84
Stroke 1,481,91
Stroke 2,35,264
Stroke 2,21,405
Stroke 2,89,349
Stroke 2,293,362
Stroke 3,66,111
Stroke 3,188,112
Stroke 3,110,160
Stroke 3,106,336
Stroke 4,234,156
Stroke 4,150,252
Stroke 4,211,252
Stroke 4,247,284
Stroke 5,341,157
Stroke 5,257,258
Stroke 5,314,254
Stroke 5,353,285
Stroke 6,431,157
Stroke 6,353,252
Stroke 6,411,252
Stroke 6,445,279
Stroke 7,437,8
Stroke 7,590,15
Stroke 7,500,85
Stroke 7,497,374
