label,x,y
Stroke 1,128,0
Stroke 1,27,59
Stroke 1,117,52
Stroke 1,200,110
Stroke 2,222,137
Stroke 2,151,144
Stroke 2,201,169
Stroke 2,214,208
Stroke 3,254,128
Stroke 3,222,137
Stroke 3,250,154
Stroke 3,265,202
Stroke 4,309,197
Stroke 4,196,232
Stroke 4,263,245
Stroke 4,281,323
Stroke 5,356,46
Stroke 5,227,85
Stroke 5,301,120
Stroke 5,330,189
Stroke 6,394,137
Stroke 6,323,225
Stroke 6,382,222
Stroke 6,428,265
Stroke 7,479,195
Stroke 7,394,308
Stroke 7,476,291
Stroke 7,638,400
