label,x,y
Stroke 1,47,163
Stroke 1,21,290
Stroke 1,86,226
Stroke 1,233,226
Stroke 2,34,35
Stroke 2,47,163
Stroke 2,88,131
Stroke 2,232,131
Stroke 3,168,260
Stroke 3,154,418
Stroke 3,229,356
Stroke 3,488,348
Stroke 4,193,21
Stroke 4,302,47
Stroke 4,248,93
Stroke 4,246,342
Stroke 5,412,34
Stroke 5,302,47
Stroke 5,334,96
Stroke 5,334,348
Stroke 6,385,99
Stroke 6,456,122
Stroke 6,427,156
Stroke 6,429,348
Stroke 7,546,110
Stroke 7,455,157
Stroke 7,488,149
Stroke 7,488,348
Stroke 8,455,157
Stroke 8,531,167
Stroke 8,489,197
Stroke 8,488,348
Stroke 9,533,16
Stroke 9,678,29
Stroke 9,593,95
Stroke 9,590,361
