label,x,y
Stroke 1,29,92
Stroke 1,42,214
Stroke 1,88,178
Stroke 1,336,181
Stroke 2,42,214
Stroke 2,15,329
Stroke 2,91,268
Stroke 2,336,266
Stroke 3,297,279
Stroke 3,278,425
Stroke 3,355,366
Stroke 3,695,361
Stroke 4,303,16
Stroke 4,290,167
Stroke 4,367,106
Stroke 4,681,125
Stroke 5,342,132
Stroke 5,457,137
Stroke 5,382,178
Stroke 5,381,355
Stroke 6,500,155
Stroke 6,509,246
Stroke 6,543,220
Stroke 6,676,213
Stroke 7,509,246
Stroke 7,488,335
Stroke 7,545,290
Stroke 7,740,292
Stroke 8,610,133
Stroke 8,512,245
Stroke 8,605,220
Stroke 8,740,221
Stroke 9,687,130
Stroke 9,618,169
Stroke 9,660,176
Stroke 9,676,213
Stroke 10,694,234
Stroke 10,660,317
Stroke 10,717,290
Stroke 10,740,292
Stroke 11,808,48
Stroke 11,956,59
Stroke 11,871,118
Stroke 11,866,368
Stroke 12,903,221
Stroke 12,881,330
Stroke 12,943,282
Stroke 12,1187,283
Stroke 13,892,113
Stroke 13,903,221
Stroke 13,945,195
Stroke 13,1187,194
Stroke 14,1141,48
Stroke 14,1289,60
Stroke 14,1201,119
Stroke 14,1200,374
