label,x,y
Stroke 1,35,74
Stroke 1,15,277
Stroke 1,113,196
Stroke 1,452,202
Stroke 2,79,3
Stroke 2,194,9
Stroke 2,132,61
Stroke 2,132,368
Stroke 3,194,9
Stroke 3,290,10
Stroke 3,233,65
Stroke 3,234,368
Stroke 4,260,0
Stroke 4,375,10
Stroke 4,321,68
Stroke 4,323,374
Stroke 5,342,0
Stroke 5,521,7
Stroke 5,417,68
Stroke 5,413,374
Stroke 6,496,164
Stroke 6,476,361
Stroke 6,582,283
Stroke 6,912,285
Stroke 7,701,66
Stroke 7,571,206
Stroke 7,664,202
Stroke 7,721,246
Stroke 8,724,57
Stroke 8,714,194
Stroke 8,780,136
Stroke 8,868,155
Stroke 9,879,9
Stroke 9,757,47
Stroke 9,836,77
Stroke 9,868,155
