label,x,y
Stroke 1,48,176
Stroke 1,15,317
Stroke 1,99,243
Stroke 1,399,240
Stroke 2,29,36
Stroke 2,48,176
Stroke 2,101,142
Stroke 2,387,137
Stroke 3,144,174
Stroke 3,220,194
Stroke 3,187,225
Stroke 3,187,292
Stroke 4,197,168
Stroke 4,296,187
Stroke 4,230,225
Stroke 4,221,293
Stroke 5,452,86
Stroke 5,466,174
Stroke 5,399,141
Stroke 5,281,155
Stroke 6,511,180
Stroke 6,407,244
Stroke 6,464,258
Stroke 6,504,322
Stroke 7,553,195
Stroke 7,534,374
Stroke 7,627,305
Stroke 7,1122,298
Stroke 8,592,0
Stroke 8,694,7
Stroke 8,647,45
Stroke 8,643,291
Stroke 9,800,0
Stroke 9,694,7
Stroke 9,739,47
Stroke 9,739,297
Stroke 10,836,35
Stroke 10,853,150
Stroke 10,897,109
Stroke 10,1109,117
Stroke 11,853,150
Stroke 11,828,251
Stroke 11,902,195
Stroke 11,1110,195
Stroke 12,1065,0
Stroke 12,1174,4
Stroke 12,1122,45
Stroke 12,1122,298
Stroke 13,1174,4
Stroke 13,1283,4
Stroke 13,1212,48
Stroke 13,1231,310
