label,x,y
Stroke 1,89,98
Stroke 1,73,116
Stroke 1,86,116
Stroke 1,92,123
Stroke 2,107,100
Stroke 2,94,116
Stroke 2,102,116
Stroke 2,109,121
Stroke 3,88,124
Stroke 3,73,140
Stroke 3,85,138
Stroke 3,91,144
Stroke 4,105,125
Stroke 4,91,141
Stroke 4,101,138
Stroke 4,108,145
Stroke 5,115,96
Stroke 5,116,113
Stroke 5,126,110
Stroke 5,165,112
Stroke 6,117,126
Stroke 6,124,124
Stroke 6,166,123
Stroke 6,117,117
Stroke 7,116,132
Stroke 7,112,148
Stroke 7,124,137
Stroke 7,165,139
Stroke 8,158,93
Stroke 8,184,95
Stroke 8,168,106
Stroke 8,169,148
