label,x,y
Stroke 1,34,92
Stroke 1,15,271
Stroke 1,105,195
Stroke 1,237,197
Stroke 2,150,3
Stroke 2,322,8
Stroke 2,223,74
Stroke 2,220,380
Stroke 3,360,114
Stroke 3,238,205
Stroke 3,298,221
Stroke 3,335,279
Stroke 4,390,201
Stroke 4,372,375
Stroke 4,458,302
Stroke 4,732,321
Stroke 5,406,4
Stroke 5,380,149
Stroke 5,462,82
Stroke 5,742,85
Stroke 6,481,201
Stroke 6,468,290
Stroke 6,524,246
Stroke 6,749,246
Stroke 7,479,104
Stroke 7,481,201
Stroke 7,527,165
Stroke 7,749,168
Stroke 8,692,0
Stroke 8,864,7
Stroke 8,766,64
Stroke 8,762,361
