label,x,y
Stroke 1,124,156
Stroke 1,15,272
Stroke 1,93,268
Stroke 1,143,312
Stroke 2,143,8
Stroke 2,40,117
Stroke 2,123,109
Stroke 2,168,152
Stroke 3,159,302
Stroke 3,225,308
Stroke 3,195,344
Stroke 3,194,355
Stroke 4,237,353
Stroke 4,161,354
Stroke 4,196,380
Stroke 4,194,433
Stroke 5,201,342
Stroke 5,284,359
Stroke 5,228,384
Stroke 5,226,444
Stroke 6,278,314
Stroke 6,215,317
Stroke 6,229,342
Stroke 6,230,354
Stroke 7,201,151
Stroke 7,194,296
Stroke 7,250,234
Stroke 7,309,239
Stroke 8,296,0
Stroke 8,207,78
Stroke 8,296,56
Stroke 8,503,207
Stroke 9,282,316
Stroke 9,295,443
Stroke 9,359,388
Stroke 9,596,392
Stroke 10,310,149
Stroke 10,300,286
Stroke 10,360,236
Stroke 10,570,240
