label,x,y
Stroke 1,28,145
Stroke 1,15,290
Stroke 1,83,229
Stroke 1,316,233
Stroke 2,34,0
Stroke 2,22,86
Stroke 2,93,29
Stroke 2,328,28
Stroke 3,175,131
Stroke 3,155,221
Stroke 3,206,176
Stroke 3,328,176
Stroke 4,168,41
Stroke 4,175,131
Stroke 4,212,104
Stroke 4,334,105
Stroke 5,335,29
Stroke 5,347,137
Stroke 5,386,104
Stroke 5,552,105
Stroke 6,347,137
Stroke 6,328,234
Stroke 6,392,184
Stroke 6,544,188
Stroke 7,551,144
Stroke 7,533,284
Stroke 7,606,226
Stroke 7,827,232
Stroke 8,564,8
Stroke 8,551,144
Stroke 8,615,79
Stroke 8,818,82
Stroke 9,673,7
Stroke 9,609,49
Stroke 9,657,52
Stroke 9,679,81
Stroke 10,699,202
Stroke 10,615,290
Stroke 10,669,284
Stroke 10,706,315
Stroke 11,756,7
Stroke 11,673,60
Stroke 11,736,56
Stroke 11,764,98
Stroke 12,787,200
Stroke 12,706,285
Stroke 12,764,283
Stroke 12,800,312
Stroke 13,808,3
Stroke 13,929,3
Stroke 13,844,38
Stroke 13,836,100
Stroke 14,770,93
Stroke 14,941,105
Stroke 14,845,158
Stroke 14,841,375
