label,x,y
Stroke 1,51,94
Stroke 1,53,104
Stroke 1,53,114
Stroke 1,60,109
Stroke 1,93,111
Stroke 2,54,117
Stroke 2,50,135
Stroke 2,54,129
Stroke 2,55,122
Stroke 2,58,126
Stroke 2,94,128
Stroke 3,95,125
Stroke 3,99,133
Stroke 3,97,143
Stroke 3,91,150
Stroke 3,106,140
Stroke 3,148,139
Stroke 4,95,90
Stroke 4,95,108
Stroke 4,97,103
Stroke 4,98,96
Stroke 4,102,100
Stroke 4,149,102
Stroke 5,141,92
Stroke 5,147,96
Stroke 5,155,96
Stroke 5,167,92
Stroke 5,151,103
Stroke 5,151,147
Stroke 6,154,105
Stroke 6,155,119
Stroke 6,159,117
Stroke 6,157,113
Stroke 6,189,116
Stroke 7,156,120
Stroke 7,156,124
Stroke 7,155,129
Stroke 7,152,134
Stroke 7,160,129
Stroke 7,188,127
Stroke 8,190,104
Stroke 8,189,148
Stroke 8,178,92
Stroke 8,204,94
Stroke 8,186,98
Stroke 8,195,98
