label,x,y
Stroke 1,155,90
Stroke 1,181,91
Stroke 1,166,103
Stroke 1,166,148
Stroke 2,148,102
Stroke 2,147,126
Stroke 2,156,116
Stroke 2,187,116
Stroke 3,132,101
Stroke 3,129,125
Stroke 3,139,116
Stroke 3,149,116
Stroke 4,96,91
Stroke 4,121,93
Stroke 4,106,102
Stroke 4,106,109
Stroke 5,96,107
Stroke 5,121,108
Stroke 5,106,117
Stroke 5,107,150
Stroke 6,86,94
Stroke 6,87,108
Stroke 6,93,106
Stroke 6,126,107
Stroke 7,87,110
Stroke 7,84,128
Stroke 7,94,119
Stroke 7,126,119
Stroke 8,69,94
Stroke 8,71,109
Stroke 8,76,107
Stroke 8,86,106
Stroke 9,71,110
Stroke 9,67,128
Stroke 9,76,119
Stroke 9,87,119
