label,x,y
Stroke 1,79,136
Stroke 1,85,116
Stroke 1,92,125
Stroke 1,126,125
Stroke 2,85,113
Stroke 2,82,93
Stroke 2,92,108
Stroke 2,136,109
Stroke 3,119,137
Stroke 3,128,126
Stroke 3,129,132
Stroke 3,133,136
Stroke 4,134,140
Stroke 4,156,114
Stroke 4,149,131
Stroke 4,159,146
Stroke 5,154,128
Stroke 5,173,107
Stroke 5,168,123
Stroke 5,176,134
Stroke 6,129,124
Stroke 6,136,114
Stroke 6,137,123
Stroke 6,144,128
Stroke 7,137,113
Stroke 7,147,97
Stroke 7,144,114
Stroke 7,151,118
