label,x,y
Stroke 1,48,114
Stroke 1,46,93
Stroke 1,54,109
Stroke 1,85,111
Stroke 2,87,113
Stroke 2,88,88
Stroke 2,97,103
Stroke 2,142,104
Stroke 3,44,137
Stroke 3,48,118
Stroke 3,55,125
Stroke 3,88,126
Stroke 4,87,150
Stroke 4,90,125
Stroke 4,99,138
Stroke 4,143,138
Stroke 5,103,135
Stroke 5,104,122
Stroke 5,109,128
Stroke 5,144,128
Stroke 6,103,119
Stroke 6,104,107
Stroke 6,110,116
Stroke 6,143,115
Stroke 7,134,92
Stroke 7,159,94
Stroke 7,145,104
Stroke 7,145,148
Stroke 8,147,140
Stroke 8,152,120
Stroke 8,160,129
Stroke 8,195,130
Stroke 9,152,117
Stroke 9,151,101
Stroke 9,162,114
Stroke 9,193,114
Stroke 10,184,91
Stroke 10,210,93
Stroke 10,196,104
Stroke 10,196,150
