label,x,y
Stroke 1,187,111
Stroke 1,203,93
Stroke 1,199,111
Stroke 1,206,117
Stroke 2,186,139
Stroke 2,203,120
Stroke 2,198,138
Stroke 2,205,144
Stroke 3,151,112
Stroke 3,167,94
Stroke 3,163,111
Stroke 3,170,117
Stroke 4,149,138
Stroke 4,165,119
Stroke 4,161,138
Stroke 4,168,144
Stroke 5,109,91
Stroke 5,111,111
Stroke 5,118,105
Stroke 5,155,105
Stroke 6,112,106
Stroke 6,111,122
Stroke 6,118,116
Stroke 6,155,116
Stroke 7,111,118
Stroke 7,110,134
Stroke 7,117,128
Stroke 7,154,128
Stroke 8,110,131
Stroke 8,106,151
Stroke 8,117,141
Stroke 8,155,142
Stroke 9,73,90
Stroke 9,75,109
Stroke 9,82,105
Stroke 9,109,105
Stroke 10,75,107
Stroke 10,76,122
Stroke 10,82,117
Stroke 10,109,116
Stroke 11,76,119
Stroke 11,75,133
Stroke 11,82,128
Stroke 11,109,129
Stroke 12,75,135
Stroke 12,71,151
Stroke 12,82,142
Stroke 12,108,141
Stroke 13,68,104
Stroke 13,50,127
Stroke 13,63,127
Stroke 13,70,134
