label,x,y
Stroke 1,96,84
Stroke 1,92,109
Stroke 1,105,98
Stroke 1,145,100
Stroke 2,138,89
Stroke 2,164,91
Stroke 2,150,102
Stroke 2,148,148
Stroke 3,91,156
Stroke 3,94,131
Stroke 3,105,147
Stroke 3,145,148
Stroke 4,99,103
Stroke 4,117,104
Stroke 4,105,111
Stroke 4,105,142
Stroke 5,115,118
Stroke 5,125,107
Stroke 5,124,117
Stroke 5,129,122
Stroke 6,129,118
Stroke 6,142,106
Stroke 6,139,118
Stroke 6,143,121
Stroke 7,114,138
Stroke 7,125,125
Stroke 7,122,137
Stroke 7,127,141
Stroke 8,129,137
Stroke 8,140,124
Stroke 8,137,136
Stroke 8,142,141
