label,x,y
Stroke 1,85,110
Stroke 1,95,87
Stroke 1,100,104
Stroke 1,137,116
Stroke 2,86,128
Stroke 2,89,152
Stroke 2,97,140
Stroke 2,137,132
Stroke 3,99,118
Stroke 3,113,123
Stroke 3,107,128
Stroke 3,107,146
Stroke 4,112,124
Stroke 4,127,120
Stroke 4,115,127
Stroke 4,114,147
Stroke 5,131,110
Stroke 5,147,94
Stroke 5,144,109
Stroke 5,150,116
Stroke 6,133,141
Stroke 6,149,123
Stroke 6,144,139
Stroke 6,152,145
Stroke 7,146,88
Stroke 7,171,91
Stroke 7,157,101
Stroke 7,156,149
