label,x,y
Stroke 1,64,97
Stroke 1,65,116
Stroke 1,72,113
Stroke 1,106,112
Stroke 2,65,119
Stroke 2,60,139
Stroke 2,75,128
Stroke 2,108,128
Stroke 3,109,88
Stroke 3,107,115
Stroke 3,119,103
Stroke 3,161,104
Stroke 4,107,126
Stroke 4,105,152
Stroke 4,117,142
Stroke 4,162,142
Stroke 5,131,108
Stroke 5,133,121
Stroke 5,141,118
Stroke 5,179,119
Stroke 6,132,126
Stroke 6,129,138
Stroke 6,139,132
Stroke 6,179,132
Stroke 7,153,91
Stroke 7,171,97
Stroke 7,164,104
Stroke 7,164,147
Stroke 8,176,96
Stroke 8,195,93
Stroke 8,180,104
Stroke 8,180,148
