label,x,y
Stroke 1,70,88
Stroke 1,73,105
Stroke 1,82,102
Stroke 1,118,101
Stroke 2,118,91
Stroke 2,118,113
Stroke 2,128,105
Stroke 2,172,106
Stroke 3,73,108
Stroke 3,73,117
Stroke 3,81,113
Stroke 3,109,113
Stroke 4,73,119
Stroke 4,72,128
Stroke 4,79,124
Stroke 4,110,125
Stroke 5,72,131
Stroke 5,68,147
Stroke 5,79,138
Stroke 5,118,138
Stroke 6,109,108
Stroke 6,107,129
Stroke 6,121,121
Stroke 6,168,121
Stroke 7,118,125
Stroke 7,114,151
Stroke 7,125,140
Stroke 7,172,140
Stroke 8,188,106
Stroke 8,187,131
Stroke 8,172,120
Stroke 8,123,120
