label,x,y
Stroke 1,117,91
Stroke 1,101,109
Stroke 1,112,108
Stroke 1,120,114
Stroke 2,131,92
Stroke 2,118,109
Stroke 2,126,109
Stroke 2,134,115
Stroke 3,130,105
Stroke 3,114,123
Stroke 3,125,122
Stroke 3,131,126
Stroke 4,114,113
Stroke 4,105,122
Stroke 4,114,123
Stroke 4,118,126
Stroke 5,94,110
Stroke 5,92,138
Stroke 5,105,127
Stroke 5,151,128
Stroke 6,161,107
Stroke 6,145,124
Stroke 6,155,123
Stroke 6,163,129
Stroke 7,161,118
Stroke 7,145,136
Stroke 7,157,135
Stroke 7,164,140
