label,x,y
Stroke 1,160,90
Stroke 1,188,92
Stroke 1,172,107
Stroke 1,172,149
Stroke 2,112,90
Stroke 2,138,91
Stroke 2,123,104
Stroke 2,122,150
Stroke 3,125,105
Stroke 3,128,120
Stroke 3,134,118
Stroke 3,169,118
Stroke 4,127,122
Stroke 4,124,138
Stroke 4,134,130
Stroke 4,170,130
Stroke 5,68,94
Stroke 5,70,119
Stroke 5,81,107
Stroke 5,118,101
Stroke 6,73,124
Stroke 6,69,149
Stroke 6,81,141
Stroke 6,120,145
Stroke 7,83,114
Stroke 7,96,117
Stroke 7,91,122
Stroke 7,91,153
Stroke 8,97,117
Stroke 8,112,115
Stroke 8,101,123
Stroke 8,101,152
