label,x,y
Stroke 1,66,117
Stroke 1,86,97
Stroke 1,80,116
Stroke 1,87,122
Stroke 2,68,143
Stroke 2,86,125
Stroke 2,82,141
Stroke 2,90,148
Stroke 3,86,108
Stroke 3,85,135
Stroke 3,98,123
Stroke 3,137,125
Stroke 4,130,94
Stroke 4,136,111
Stroke 4,145,105
Stroke 4,186,96
Stroke 5,138,112
Stroke 5,140,125
Stroke 5,149,120
Stroke 5,188,110
Stroke 6,139,126
Stroke 6,139,133
Stroke 6,147,129
Stroke 6,188,136
Stroke 7,138,134
Stroke 7,130,151
Stroke 7,145,143
Stroke 7,185,150
