label,x,y
Stroke 1,73,119
Stroke 1,76,90
Stroke 1,87,108
Stroke 1,143,108
Stroke 2,71,151
Stroke 2,74,124
Stroke 2,83,140
Stroke 2,114,141
Stroke 3,90,103
Stroke 3,106,86
Stroke 3,102,102
Stroke 3,106,106
Stroke 4,105,104
Stroke 4,122,86
Stroke 4,118,102
Stroke 4,122,106
Stroke 5,77,159
Stroke 5,90,144
Stroke 5,89,157
Stroke 5,95,164
Stroke 6,93,159
Stroke 6,106,143
Stroke 6,102,159
Stroke 6,109,165
Stroke 7,111,153
Stroke 7,113,127
Stroke 7,127,142
Stroke 7,167,143
Stroke 8,143,109
Stroke 8,160,96
Stroke 8,154,110
Stroke 8,159,119
Stroke 9,158,90
Stroke 9,186,92
Stroke 9,170,104
Stroke 9,170,148
