label,x,y
Stroke 1,82,130
Stroke 1,94,116
Stroke 1,94,128
Stroke 1,104,135
Stroke 2,96,113
Stroke 2,104,103
Stroke 2,105,113
Stroke 2,114,119
Stroke 3,105,100
Stroke 3,120,80
Stroke 3,115,98
Stroke 3,121,103
Stroke 4,116,148
Stroke 4,123,130
Stroke 4,127,137
Stroke 4,173,139
Stroke 5,122,127
Stroke 5,123,117
Stroke 5,129,123
Stroke 5,174,124
Stroke 6,123,113
Stroke 6,119,95
Stroke 6,130,111
Stroke 6,174,112
Stroke 7,144,140
Stroke 7,149,161
Stroke 7,130,155
Stroke 7,142,155
