label,x,y
Stroke 1,140,90
Stroke 1,168,92
Stroke 1,152,103
Stroke 1,151,149
Stroke 2,145,100
Stroke 2,134,113
Stroke 2,147,119
Stroke 2,100,114
Stroke 3,145,112
Stroke 3,134,126
Stroke 3,147,131
Stroke 3,100,126
Stroke 4,109,117
Stroke 4,117,120
Stroke 4,114,140
Stroke 4,114,125
Stroke 5,119,119
Stroke 5,130,118
Stroke 5,122,125
Stroke 5,122,140
Stroke 6,90,101
Stroke 6,93,116
Stroke 6,98,114
Stroke 6,133,114
Stroke 7,93,119
Stroke 7,98,126
Stroke 7,88,135
Stroke 7,132,126
