label,x,y
Stroke 1,65,95
Stroke 1,62,122
Stroke 1,74,110
Stroke 1,114,110
Stroke 2,63,128
Stroke 2,61,156
Stroke 2,73,145
Stroke 2,117,145
Stroke 3,115,111
Stroke 3,135,98
Stroke 3,125,111
Stroke 3,131,121
Stroke 4,113,156
Stroke 4,117,131
Stroke 4,128,146
Stroke 4,178,146
Stroke 5,138,97
Stroke 5,139,113
Stroke 5,146,108
Stroke 5,177,109
Stroke 6,139,123
Stroke 6,140,113
Stroke 6,145,118
Stroke 6,178,119
Stroke 7,134,138
Stroke 7,140,124
Stroke 7,146,129
Stroke 7,178,130
Stroke 8,168,92
Stroke 8,196,93
Stroke 8,180,104
Stroke 8,180,149
