label,x,y
Stroke 1,90,87
Stroke 1,88,109
Stroke 1,98,100
Stroke 1,135,101
Stroke 2,73,108
Stroke 2,72,126
Stroke 2,80,118
Stroke 2,109,119
Stroke 3,72,129
Stroke 3,70,147
Stroke 3,79,139
Stroke 3,109,140
Stroke 4,104,106
Stroke 4,122,107
Stroke 4,112,115
Stroke 4,111,147
Stroke 5,128,90
Stroke 5,154,92
Stroke 5,139,102
Stroke 5,138,148
Stroke 6,145,102
Stroke 6,165,104
Stroke 6,153,112
Stroke 6,153,147
Stroke 7,159,91
Stroke 7,185,93
Stroke 7,170,103
Stroke 7,170,148
Stroke 8,115,129
Stroke 8,112,155
Stroke 8,126,144
Stroke 8,167,144
