label,x,y
Stroke 1,153,74
Stroke 1,145,93
Stroke 1,156,89
Stroke 1,187,101
Stroke 2,187,94
Stroke 2,145,95
Stroke 2,150,113
Stroke 2,156,104
Stroke 3,174,108
Stroke 3,196,109
Stroke 3,184,118
Stroke 3,183,155
Stroke 4,177,122
Stroke 4,162,138
Stroke 4,173,138
Stroke 4,179,144
Stroke 5,177,134
Stroke 5,163,149
Stroke 5,173,149
Stroke 5,180,154
Stroke 6,170,124
Stroke 6,115,111
Stroke 6,127,87
Stroke 6,132,106
Stroke 7,171,126
Stroke 7,133,139
Stroke 7,114,127
Stroke 7,121,155
Stroke 8,135,118
Stroke 8,103,128
Stroke 8,86,121
Stroke 8,93,136
Stroke 9,137,127
Stroke 9,100,106
Stroke 9,89,119
Stroke 9,103,116
Stroke 10,122,101
Stroke 10,79,106
Stroke 10,64,92
Stroke 11,68,119
Stroke 11,61,145
Stroke 11,75,135
Stroke 11,119,140
Stroke 10,66,119
