label,x,y
Stroke 1,56,99
Stroke 1,58,119
Stroke 1,66,114
Stroke 1,108,114
Stroke 2,59,120
Stroke 2,53,139
Stroke 2,65,129
Stroke 2,96,129
Stroke 3,121,100
Stroke 3,109,115
Stroke 3,117,114
Stroke 3,123,119
Stroke 4,109,116
Stroke 4,101,125
Stroke 4,108,124
Stroke 4,115,129
Stroke 5,90,135
Stroke 5,100,125
Stroke 5,99,134
Stroke 5,104,138
Stroke 6,106,139
Stroke 6,123,120
Stroke 6,118,138
Stroke 6,126,144
Stroke 7,131,98
Stroke 7,134,119
Stroke 7,142,113
Stroke 7,184,113
Stroke 8,134,120
Stroke 8,129,139
Stroke 8,142,128
Stroke 8,185,128
Stroke 9,152,136
Stroke 9,169,118
Stroke 9,164,135
Stroke 9,172,141
Stroke 10,151,111
Stroke 10,168,92
Stroke 10,163,109
Stroke 10,170,116
Stroke 11,177,92
Stroke 11,203,94
Stroke 11,187,103
Stroke 11,187,148
