label,x,y
Stroke 1,91,88
Stroke 1,87,118
Stroke 1,104,107
Stroke 1,146,107
Stroke 2,104,110
Stroke 2,105,121
Stroke 2,115,117
Stroke 2,140,117
Stroke 3,157,94
Stroke 3,158,118
Stroke 3,152,114
Stroke 3,142,114
Stroke 4,149,118
Stroke 4,149,133
Stroke 4,146,129
Stroke 4,134,127
Stroke 5,105,132
Stroke 5,108,124
Stroke 5,113,128
Stroke 5,133,130
Stroke 6,165,118
Stroke 6,148,136
Stroke 6,160,137
Stroke 6,167,142
Stroke 7,92,122
Stroke 7,89,145
Stroke 7,104,135
Stroke 7,144,137
