label,x,y
Stroke 1,67,143
Stroke 1,70,126
Stroke 1,79,133
Stroke 1,118,134
Stroke 2,68,105
Stroke 2,72,121
Stroke 2,80,120
Stroke 2,117,119
Stroke 3,115,94
Stroke 3,119,114
Stroke 3,130,108
Stroke 3,170,101
Stroke 4,162,90
Stroke 4,188,92
Stroke 4,174,106
Stroke 4,174,147
Stroke 5,113,153
Stroke 5,117,126
Stroke 5,129,141
Stroke 5,168,147
Stroke 6,131,112
Stroke 6,143,113
Stroke 6,137,117
Stroke 6,136,140
Stroke 7,151,113
Stroke 7,162,114
Stroke 7,155,119
Stroke 7,156,139
Stroke 8,152,122
Stroke 8,161,122
Stroke 8,156,127
Stroke 8,156,134
Stroke 9,132,122
Stroke 9,143,121
Stroke 9,136,125
Stroke 9,134,136
Stroke 10,140,126
Stroke 10,147,118
Stroke 10,146,127
Stroke 11,160,127
Stroke 11,168,117
Stroke 11,165,126
Stroke 11,170,131
Stroke 10,150,129
