label,x,y
Stroke 1,74,146
Stroke 1,79,127
Stroke 1,86,135
Stroke 1,130,136
Stroke 2,79,123
Stroke 2,80,113
Stroke 2,87,121
Stroke 2,129,121
Stroke 3,79,110
Stroke 3,78,94
Stroke 3,87,108
Stroke 3,129,109
Stroke 4,121,93
Stroke 4,147,95
Stroke 4,132,101
Stroke 4,132,112
Stroke 5,121,111
Stroke 5,148,113
Stroke 5,132,120
Stroke 5,132,154
Stroke 6,149,117
Stroke 6,152,140
Stroke 6,138,132
Stroke 6,134,134
Stroke 7,151,93
Stroke 7,175,94
Stroke 7,161,102
Stroke 7,161,112
Stroke 8,151,111
Stroke 8,175,113
Stroke 8,162,119
Stroke 8,161,154
Stroke 9,180,116
Stroke 9,183,138
Stroke 9,168,131
Stroke 9,163,133
