label,x,y
Stroke 1,58,91
Stroke 1,62,111
Stroke 1,70,101
Stroke 1,105,92
Stroke 2,62,113
Stroke 2,52,132
Stroke 2,66,128
Stroke 2,98,142
Stroke 3,95,121
Stroke 3,100,141
Stroke 3,107,131
Stroke 3,141,121
Stroke 4,98,101
Stroke 4,110,83
Stroke 4,111,98
Stroke 4,141,117
Stroke 5,141,129
Stroke 5,142,111
Stroke 5,149,121
Stroke 5,159,122
Stroke 6,150,91
Stroke 6,169,95
Stroke 6,162,103
Stroke 6,162,147
Stroke 7,170,95
Stroke 7,183,97
Stroke 7,176,103
Stroke 7,176,148
Stroke 8,184,96
Stroke 8,204,94
Stroke 8,190,103
Stroke 8,189,149
