label,x,y
Stroke 1,94,76
Stroke 1,91,104
Stroke 1,106,91
Stroke 1,160,94
Stroke 2,74,111
Stroke 2,72,134
Stroke 2,82,124
Stroke 2,117,124
Stroke 3,70,157
Stroke 3,73,136
Stroke 3,80,148
Stroke 3,118,149
Stroke 4,130,109
Stroke 4,118,124
Stroke 4,126,124
Stroke 4,131,129
Stroke 5,115,162
Stroke 5,117,137
Stroke 5,128,152
Stroke 5,173,152
Stroke 6,125,95
Stroke 6,149,96
Stroke 6,134,105
Stroke 6,134,149
Stroke 7,137,110
Stroke 7,137,131
Stroke 7,146,123
Stroke 7,185,124
