label,x,y
Stroke 1,90,104
Stroke 1,92,80
Stroke 1,103,94
Stroke 1,148,94
Stroke 2,100,97
Stroke 2,98,116
Stroke 2,109,109
Stroke 2,147,109
Stroke 3,92,114
Stroke 3,89,136
Stroke 3,103,126
Stroke 3,146,127
Stroke 4,96,150
Stroke 4,99,131
Stroke 4,107,141
Stroke 4,146,141
Stroke 5,142,85
Stroke 5,154,87
Stroke 5,150,91
Stroke 5,149,101
Stroke 6,166,86
Stroke 6,157,91
Stroke 6,156,86
Stroke 6,156,101
Stroke 7,166,102
Stroke 7,142,101
Stroke 7,150,109
Stroke 7,151,117
Stroke 8,141,117
Stroke 8,152,119
Stroke 8,149,125
Stroke 8,148,134
Stroke 9,166,119
Stroke 9,154,119
Stroke 9,155,125
Stroke 9,155,134
Stroke 10,140,134
Stroke 10,166,135
Stroke 10,149,142
Stroke 10,150,150
