label,x,y
Stroke 1,48,147
Stroke 1,52,121
Stroke 1,60,134
Stroke 1,104,136
Stroke 2,50,118
Stroke 2,53,92
Stroke 2,63,107
Stroke 2,106,108
Stroke 3,100,140
Stroke 3,115,125
Stroke 3,111,139
Stroke 3,117,145
Stroke 4,102,113
Stroke 4,117,97
Stroke 4,114,112
Stroke 4,120,117
Stroke 5,117,158
Stroke 5,120,133
Stroke 5,134,146
Stroke 5,197,148
Stroke 6,114,86
Stroke 6,132,91
Stroke 6,125,98
Stroke 6,124,136
Stroke 7,135,91
Stroke 7,156,88
Stroke 7,140,101
Stroke 7,140,144
Stroke 8,143,100
Stroke 8,146,117
Stroke 8,152,113
Stroke 8,190,114
Stroke 9,140,136
Stroke 9,146,119
Stroke 9,152,127
Stroke 9,191,127
Stroke 10,165,88
Stroke 10,186,93
Stroke 10,176,101
Stroke 10,176,145
Stroke 11,187,92
Stroke 11,207,90
Stroke 11,192,101
Stroke 11,192,146
