label,x,y
Stroke 1,93,87
Stroke 1,91,115
Stroke 1,104,104
Stroke 1,147,105
Stroke 2,91,149
Stroke 2,97,123
Stroke 2,105,140
Stroke 2,148,145
Stroke 3,107,118
Stroke 3,106,137
Stroke 3,115,129
Stroke 3,146,129
Stroke 4,115,106
Stroke 4,126,108
Stroke 4,122,112
Stroke 4,120,140
Stroke 5,128,108
Stroke 5,133,108
Stroke 5,130,112
Stroke 5,129,141
Stroke 6,134,108
Stroke 6,145,108
Stroke 6,139,112
Stroke 6,138,140
Stroke 7,139,90
Stroke 7,151,103
Stroke 7,166,92
Stroke 7,151,150
