label,x,y
Stroke 1,153,92
Stroke 1,179,94
Stroke 1,164,104
Stroke 1,164,149
Stroke 2,109,92
Stroke 2,107,116
Stroke 2,121,107
Stroke 2,160,107
Stroke 3,118,112
Stroke 3,116,131
Stroke 3,126,123
Stroke 3,162,124
Stroke 4,110,126
Stroke 4,107,149
Stroke 4,119,139
Stroke 4,162,140
Stroke 5,97,108
Stroke 5,95,133
Stroke 5,106,124
Stroke 5,116,124
Stroke 6,94,93
Stroke 6,75,113
Stroke 6,88,113
Stroke 6,96,118
Stroke 7,94,121
Stroke 7,76,140
Stroke 7,89,139
Stroke 7,97,145
