label,x,y
Stroke 1,168,85
Stroke 1,190,87
Stroke 1,177,96
Stroke 1,176,105
Stroke 2,168,104
Stroke 2,191,105
Stroke 2,178,115
Stroke 2,177,148
Stroke 3,138,104
Stroke 3,149,107
Stroke 3,145,113
Stroke 3,145,125
Stroke 4,151,106
Stroke 4,160,105
Stroke 4,151,113
Stroke 4,150,125
Stroke 5,122,99
Stroke 5,121,124
Stroke 5,133,115
Stroke 5,173,116
Stroke 6,120,126
Stroke 6,118,152
Stroke 6,131,143
Stroke 6,174,143
Stroke 7,87,122
Stroke 7,97,125
Stroke 7,93,132
Stroke 7,93,143
Stroke 8,98,125
Stroke 8,109,123
Stroke 8,100,131
Stroke 8,100,145
Stroke 9,68,103
Stroke 9,71,122
Stroke 9,79,118
Stroke 9,122,118
Stroke 10,70,125
Stroke 10,65,144
Stroke 10,78,133
Stroke 10,119,134
