label,x,y
Stroke 1,90,142
Stroke 1,94,118
Stroke 1,104,131
Stroke 1,148,132
Stroke 2,95,90
Stroke 2,93,115
Stroke 2,104,105
Stroke 2,149,106
Stroke 3,109,100
Stroke 3,119,88
Stroke 3,117,99
Stroke 3,122,104
Stroke 4,120,100
Stroke 4,130,88
Stroke 4,127,99
Stroke 4,132,104
Stroke 5,109,123
Stroke 5,120,111
Stroke 5,117,123
Stroke 5,122,127
Stroke 6,119,124
Stroke 6,131,111
Stroke 6,128,123
Stroke 6,133,128
Stroke 7,108,148
Stroke 7,119,134
Stroke 7,116,146
Stroke 7,122,151
Stroke 8,119,148
Stroke 8,130,135
Stroke 8,128,147
Stroke 8,133,151
Stroke 9,151,106
Stroke 9,162,90
Stroke 9,159,105
Stroke 9,165,112
Stroke 10,148,131
Stroke 10,162,115
Stroke 10,158,131
Stroke 10,165,138
