label,x,y
Stroke 1,70,96
Stroke 1,72,115
Stroke 1,79,110
Stroke 1,113,111
Stroke 2,72,117
Stroke 2,68,134
Stroke 2,78,125
Stroke 2,109,125
Stroke 3,114,110
Stroke 3,129,92
Stroke 3,124,109
Stroke 3,132,115
Stroke 4,111,126
Stroke 4,123,112
Stroke 4,120,126
Stroke 4,127,131
Stroke 5,101,127
Stroke 5,106,153
Stroke 5,119,137
Stroke 5,170,116
Stroke 6,146,92
Stroke 6,166,96
Stroke 6,157,104
Stroke 6,157,148
Stroke 7,168,96
Stroke 7,188,94
Stroke 7,173,103
Stroke 7,173,148
Stroke 8,127,121
Stroke 8,142,104
Stroke 8,138,120
Stroke 8,143,125
