label,x,y
Stroke 1,186,115
Stroke 1,169,141
Stroke 1,195,144
Stroke 2,181,94
Stroke 2,170,112
Stroke 2,178,110
Stroke 2,186,114
Stroke 3,169,114
Stroke 3,161,126
Stroke 3,171,123
Stroke 3,178,127
Stroke 4,161,127
Stroke 4,154,138
Stroke 4,162,137
Stroke 4,168,140
Stroke 5,125,91
Stroke 5,137,103
Stroke 5,136,149
Stroke 6,146,96
Stroke 6,168,92
Stroke 6,152,104
Stroke 6,151,149
Stroke 5,145,96
Stroke 6,101,91
Stroke 6,111,105
Stroke 6,103,108
Stroke 6,149,105
Stroke 7,103,109
Stroke 7,103,119
Stroke 7,110,116
Stroke 7,150,117
Stroke 8,103,120
Stroke 8,103,129
Stroke 8,110,126
Stroke 8,150,127
Stroke 9,103,130
Stroke 9,98,149
Stroke 9,109,139
Stroke 9,150,139
Stroke 10,99,99
Stroke 10,78,125
Stroke 10,91,124
Stroke 10,101,133
Stroke 11,82,101
Stroke 11,61,129
Stroke 11,75,128
Stroke 11,85,137
