label,x,y
Stroke 1,150,91
Stroke 1,172,92
Stroke 1,157,100
Stroke 1,158,110
Stroke 2,149,109
Stroke 2,172,109
Stroke 2,159,117
Stroke 2,158,149
Stroke 3,118,94
Stroke 3,131,96
Stroke 3,126,101
Stroke 3,126,120
Stroke 4,132,96
Stroke 4,136,101
Stroke 4,140,97
Stroke 4,136,120
Stroke 5,141,97
Stroke 5,152,97
Stroke 5,146,102
Stroke 5,146,120
Stroke 6,119,118
Stroke 6,131,121
Stroke 6,126,126
Stroke 6,126,149
Stroke 7,132,122
Stroke 7,141,122
Stroke 7,137,127
Stroke 7,137,150
Stroke 8,142,122
Stroke 8,153,122
Stroke 8,146,127
Stroke 8,146,149
Stroke 9,84,102
Stroke 9,88,117
Stroke 9,94,115
Stroke 9,124,115
Stroke 10,88,120
Stroke 10,83,136
Stroke 10,93,127
Stroke 10,123,127
