label,x,y
Stroke 1,56,93
Stroke 1,57,118
Stroke 1,68,108
Stroke 1,113,104
Stroke 2,50,145
Stroke 2,57,120
Stroke 2,65,137
Stroke 2,109,145
Stroke 3,90,90
Stroke 3,117,92
Stroke 3,100,102
Stroke 3,100,147
Stroke 4,108,109
Stroke 4,127,90
Stroke 4,121,108
Stroke 4,128,114
Stroke 5,108,143
Stroke 5,126,124
Stroke 5,120,142
Stroke 5,128,148
Stroke 6,127,103
Stroke 6,139,85
Stroke 6,142,97
Stroke 6,151,108
Stroke 7,127,117
Stroke 7,139,100
Stroke 7,152,122
Stroke 7,143,112
Stroke 8,127,132
Stroke 8,139,115
Stroke 8,144,128
Stroke 8,151,137
Stroke 9,128,146
Stroke 9,139,127
Stroke 9,144,142
Stroke 9,152,151
Stroke 10,153,111
Stroke 10,164,91
Stroke 10,167,107
Stroke 10,202,122
Stroke 11,150,129
Stroke 11,163,152
Stroke 11,169,136
Stroke 11,206,112
