label,x,y
Stroke 1,63,86
Stroke 1,89,88
Stroke 1,74,98
Stroke 1,74,140
Stroke 2,65,129
Stroke 2,62,155
Stroke 2,76,144
Stroke 2,116,144
Stroke 3,79,97
Stroke 3,79,109
Stroke 3,85,105
Stroke 3,117,106
Stroke 4,79,110
Stroke 4,78,120
Stroke 4,84,115
Stroke 4,117,116
Stroke 5,79,121
Stroke 5,76,133
Stroke 5,84,127
Stroke 5,117,127
Stroke 6,109,88
Stroke 6,136,89
Stroke 6,120,100
Stroke 6,119,140
Stroke 7,109,152
Stroke 7,125,136
Stroke 7,120,151
Stroke 7,129,158
Stroke 8,124,99
Stroke 8,126,119
Stroke 8,134,114
Stroke 8,177,114
Stroke 9,127,120
Stroke 9,126,134
Stroke 9,134,130
Stroke 9,179,130
Stroke 10,133,99
Stroke 10,145,103
Stroke 10,140,107
Stroke 10,140,137
Stroke 11,146,103
Stroke 11,154,102
Stroke 11,150,107
Stroke 11,149,138
Stroke 12,155,103
Stroke 11,163,103
Stroke 12,158,108
Stroke 12,158,139
Stroke 12,164,103
Stroke 12,177,102
Stroke 12,168,107
Stroke 12,168,138
Stroke 13,171,87
Stroke 13,193,89
Stroke 13,180,96
Stroke 13,180,106
Stroke 14,173,105
Stroke 14,194,106
Stroke 14,180,114
Stroke 14,181,147
