label,x,y
Stroke 1,97,89
Stroke 1,94,115
Stroke 1,108,105
Stroke 1,151,105
Stroke 2,169,92
Stroke 2,166,114
Stroke 2,153,105
Stroke 2,111,105
Stroke 3,96,132
Stroke 3,92,157
Stroke 3,107,147
Stroke 3,146,148
Stroke 4,168,134
Stroke 4,165,158
Stroke 4,150,147
Stroke 4,112,147
Stroke 5,123,109
Stroke 5,108,125
Stroke 5,119,125
Stroke 5,126,130
Stroke 6,103,110
Stroke 6,86,129
Stroke 6,98,129
Stroke 6,106,134
Stroke 7,143,109
Stroke 7,128,126
Stroke 7,138,124
Stroke 7,146,130
Stroke 8,145,122
Stroke 8,129,140
Stroke 8,141,140
Stroke 8,147,145
Stroke 9,125,123
Stroke 9,109,140
Stroke 9,121,140
Stroke 9,127,144
